host	config	arm	seed	command
strong	c8	armA	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 20 --output results/tier1b/sweep
strong	c8	armA	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 25 --output results/tier1b/sweep
strong	c8	armA	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 26 --output results/tier1b/sweep
strong	c8	armB	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 1 --output results/tier1b/sweep
strong	c8	armB	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 2 --output results/tier1b/sweep
strong	c8	armB	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 3 --output results/tier1b/sweep
strong	c8	armB	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 8 --output results/tier1b/sweep
strong	c8	armB	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 9 --output results/tier1b/sweep
strong	c8	armB	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 10 --output results/tier1b/sweep
strong	c8	armB	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 15 --output results/tier1b/sweep
strong	c8	armB	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 16 --output results/tier1b/sweep
strong	c8	armB	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 21 --output results/tier1b/sweep
strong	c8	armB	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 22 --output results/tier1b/sweep
strong	c8	armB	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 23 --output results/tier1b/sweep
strong	c8	armB	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 28 --output results/tier1b/sweep
strong	c8	armB	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 29 --output results/tier1b/sweep
strong	c9	armA	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 0 --output results/tier1b/sweep
strong	c9	armA	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 5 --output results/tier1b/sweep
strong	c9	armA	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 6 --output results/tier1b/sweep
strong	c9	armA	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 11 --output results/tier1b/sweep
strong	c9	armA	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 12 --output results/tier1b/sweep
strong	c9	armA	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 13 --output results/tier1b/sweep
strong	c9	armA	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 18 --output results/tier1b/sweep
strong	c9	armA	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 19 --output results/tier1b/sweep
strong	c9	armA	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 20 --output results/tier1b/sweep
strong	c9	armA	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 25 --output results/tier1b/sweep
strong	c9	armA	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 26 --output results/tier1b/sweep
strong	c9	armB	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 1 --output results/tier1b/sweep
strong	c9	armB	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 2 --output results/tier1b/sweep
strong	c9	armB	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 3 --output results/tier1b/sweep
strong	c9	armB	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 8 --output results/tier1b/sweep
strong	c9	armB	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 9 --output results/tier1b/sweep
strong	c9	armB	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 10 --output results/tier1b/sweep
strong	c9	armB	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 15 --output results/tier1b/sweep
strong	c9	armB	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 16 --output results/tier1b/sweep
strong	c9	armB	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 21 --output results/tier1b/sweep
strong	c9	armB	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 22 --output results/tier1b/sweep
strong	c9	armB	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 23 --output results/tier1b/sweep
strong	c9	armB	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 28 --output results/tier1b/sweep
strong	c9	armB	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 29 --output results/tier1b/sweep
strong	c10	armA	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 0 --output results/tier1b/sweep
strong	c10	armA	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 5 --output results/tier1b/sweep
strong	c10	armA	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 6 --output results/tier1b/sweep
strong	c10	armB	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 1 --output results/tier1b/sweep
strong	c10	armB	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 2 --output results/tier1b/sweep
strong	c10	armB	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 3 --output results/tier1b/sweep
strong	c10	armB	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 8 --output results/tier1b/sweep
strong	c10	armB	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 9 --output results/tier1b/sweep
strong	c11	armA	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 0 --output results/tier1b/sweep
strong	c11	armA	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 5 --output results/tier1b/sweep
strong	c11	armA	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 6 --output results/tier1b/sweep
strong	c11	armA	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 11 --output results/tier1b/sweep
strong	c11	armA	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 12 --output results/tier1b/sweep
strong	c11	armA	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 13 --output results/tier1b/sweep
strong	c11	armA	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 18 --output results/tier1b/sweep
strong	c11	armA	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 19 --output results/tier1b/sweep
strong	c11	armA	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 20 --output results/tier1b/sweep
strong	c11	armA	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 25 --output results/tier1b/sweep
strong	c11	armA	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 26 --output results/tier1b/sweep
strong	c11	armB	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 1 --output results/tier1b/sweep
strong	c11	armB	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 2 --output results/tier1b/sweep
strong	c11	armB	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 3 --output results/tier1b/sweep
strong	c11	armB	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 8 --output results/tier1b/sweep
strong	c11	armB	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 9 --output results/tier1b/sweep
strong	c11	armB	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 10 --output results/tier1b/sweep
strong	c11	armB	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 15 --output results/tier1b/sweep
strong	c11	armB	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 16 --output results/tier1b/sweep
strong	c11	armB	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 21 --output results/tier1b/sweep
strong	c11	armB	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 22 --output results/tier1b/sweep
strong	c11	armB	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 23 --output results/tier1b/sweep
strong	c11	armB	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 28 --output results/tier1b/sweep
strong	c11	armB	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 29 --output results/tier1b/sweep
desktop1	c1	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c1	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c1	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c1	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c1	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c1	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c1	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c1	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c1	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c2	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c2	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c2	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c2	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c2	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c2	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c2	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c2	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c2	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c3	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c3	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c3	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c3	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c3	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c3	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c3	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c3	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c3	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c4	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c4	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c4	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c5	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c5	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c5	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c6	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c6	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c6	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c6	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c6	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c6	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c6	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c6	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c6	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c7	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c7	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c7	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c7	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c7	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c7	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c7	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c7	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c7	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c8	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c8	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c8	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c8	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c8	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c8	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c8	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c8	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c8	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c9	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c9	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c9	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c9	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c9	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c9	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c9	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c9	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c9	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 24 --output results/tier1b/sweep
desktop1	c10	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 1 --output results/tier1b/sweep
